setting,registered_in,readers,status
aether_analytics_ga4_id,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-analytics.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_announcement_enabled,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\composer.php",CONNECTED
aether_announcement_height,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_announcement_items,"frontend/designs\vineta\composer.php","frontend\adapters\adapter-shell.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php",CONNECTED
aether_announcement_text,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\adapters\adapter-shell.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php",CONNECTED
aether_announcement_url,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_categories_label,,"frontend\adapters\adapter-wc-categories.php",ENGINE_DEMO
aether_categories_subtitle,,"frontend\adapters\adapter-wc-categories.php",ENGINE_DEMO
aether_category_items,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php",CONNECTED
aether_color_accent,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_accent_hover,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_bg,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_border,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_error,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_color_muted,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_success,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_color_surface,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_surface_2,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_surface_3,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_color_text,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_coming_soon_date,,"frontend\adapters\adapter-coming-soon.php",ENGINE_DEMO
aether_contact_address,"frontend/designs\vineta\composer.php","frontend\adapters\adapter-contact.php | frontend\designs\vineta\composer.php | frontend\tokens\tokens.php",CONNECTED
aether_contact_hours,"frontend/designs\vineta\composer.php","frontend\adapters\adapter-contact.php | frontend\designs\vineta\composer.php | frontend\tokens\tokens.php",CONNECTED
aether_contact_phone,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php",CONNECTED
aether_contact_recipient,"frontend/designs\vineta\composer.php","themes/aureon\inc\aether-ajax.php",CONNECTED
aether_container_max,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_demo_content,"frontend/designs\vineta\composer.php","frontend\adapters\adapter-about.php | frontend\adapters\adapter-faq.php | frontend\adapters\adapter-product.php | frontend\adapters\adapter-team.php | frontend\adapters\adapter-testimonials.php | frontend\adapters\adapter-wc-categories.php | frontend\adapters\adapter-wc-products.php | frontend\designs\vineta\composer.php | frontend\tokens\tokens.php",CONNECTED
aether_demo_mode,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php",CONNECTED
aether_faq_items,,"frontend\adapters\adapter-faq.php",ENGINE_DEMO
aether_fog_enabled,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\composer.php",CONNECTED
aether_font_body,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_font_heading,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_footer_columns,,"frontend\adapters\adapter-site.php | frontend\designs\vineta\composer.php",ENGINE_DEMO
aether_grid_gap,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_header_height,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_hero_slides,"themes/aureon\inc\customizer\fields\frontend.php | frontend/designs\vineta\composer.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\adapters\adapter-hero.php | frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\tokens\tokens.php | frontend\_so_import\_so_sync.php",CONNECTED
aether_motion_enabled,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\viewmodel.php",CONNECTED
aether_motion_parallax,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\viewmodel.php",CONNECTED
aether_motion_reveal,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\viewmodel.php",CONNECTED
aether_motion_text,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\viewmodel.php",CONNECTED
aether_motion_tilt,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\viewmodel.php",CONNECTED
aether_newsletter_heading,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\_so_import\_so_import.php",CONNECTED
aether_newsletter_text,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php | frontend\sections\section-newsletter.php | frontend\tokens\tokens.php | frontend\_so_import\_so_import.php",CONNECTED
aether_nonce,"frontend/designs\vineta\composer.php","themes/aureon\inc\aether-ajax.php | themes/aureon\inc\aether-newsletter.php | themes/aureon\inc\frontend.php | frontend\designs\vineta\composer.php | frontend\views\assets.php",CONNECTED
aether_preloader_enabled,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php | frontend\views\composer.php",CONNECTED
aether_product_colors,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_product_items,,"frontend\adapters\adapter-wc-products.php",ENGINE_DEMO
aether_product_reviews,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_product_score,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_product_score_bars,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_product_score_count,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_product_sizes,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_product_trust,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_radius_lg,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_radius_md,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_radius_sm,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\inc\aether-tokens.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_reviews_count,,"frontend\adapters\adapter-testimonials.php",ENGINE_DEMO
aether_reviews_score,,"frontend\adapters\adapter-testimonials.php",ENGINE_DEMO
aether_search_placeholder,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php",CONNECTED
aether_search_suggestions,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php",CONNECTED
aether_shop_per_page,"themes/aureon\inc\customizer\fields\frontend.php","themes/aureon\archive-product.php | themes/aureon\inc\customizer\fields\frontend.php | frontend\tokens\tokens.php",CONNECTED
aether_size_table,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_social_items,"frontend/designs\vineta\composer.php","frontend\designs\vineta\composer.php | frontend\designs\vineta\tokens.php",CONNECTED
aether_social_twitter,"frontend/designs\vineta\composer.php","themes/aureon\inc\aether-seo.php",CONNECTED
aether_spec_items,,"frontend\adapters\adapter-product.php",ENGINE_DEMO
aether_team_items,,"frontend\adapters\adapter-team.php",ENGINE_DEMO
aether_testimonial_items,,"frontend\adapters\adapter-testimonials.php",ENGINE_DEMO
aureon_copyright,"plugins/aureon-studio\copyright\functions\functions.php","themes/aureon\inc\structure\footer.php | plugins/aureon-studio\copyright\functions\functions.php | plugins/aureon-studio\inc\class-dashboard.php | plugins/aureon-studio\inc\class-rest.php | plugins/aureon-studio\inc\legacy\import-export.php | plugins/aureon-studio\inc\legacy\reset.php",CONNECTED
aureon_header_helper,"themes/aureon\inc\customizer.php","themes/aureon\inc\customizer.php",CONNECTED
author,"plugins/aureon-studio\blog\functions\customizer.php","plugins/aureon-studio\blog\functions\aureon-blog.php | plugins/aureon-studio\blog\functions\migrate.php",CONNECTED
auto_hide_sticky,"plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php","plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php",CONNECTED
back_to_top,"themes/aureon\inc\customizer.php","themes/aureon\inc\css-output.php | themes/aureon\inc\customizer\fields\back-to-top.php | themes/aureon\inc\general.php | themes/aureon\inc\structure\footer.php",CONNECTED
back_to_top_background_color,"themes/aureon\inc\customizer\fields\back-to-top.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
back_to_top_background_color_hover,"themes/aureon\inc\customizer\fields\back-to-top.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
back_to_top_text_color,"themes/aureon\inc\customizer\fields\back-to-top.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
back_to_top_text_color_hover,"themes/aureon\inc\customizer\fields\back-to-top.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
background_color,"themes/aureon\inc\customizer\fields\body.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | plugins/aureon-studio\elements\class-hero.php | plugins/aureon-studio\elements\class-metabox.php | plugins/aureon-studio\page-header\functions\functions.php",CONNECTED
blog_layout_setting,"themes/aureon\inc\customizer.php","themes/aureon\inc\theme-functions.php",CONNECTED
body_attachment,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
body_font_size,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php",CONNECTED
body_font_transform,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
body_font_weight,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
body_image,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
body_line_height,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php",CONNECTED
body_position,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
body_repeat,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
body_size,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
breadcrumbs,"plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
buttons_font_size,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
buttons_font_transform,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
buttons_font_weight,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
cart_menu_item,"plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\library\customizer\active-callbacks.php | plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php | plugins/aureon-studio\woocommerce\functions\customizer\customizer.php | plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
cart_menu_item_content,"plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
cart_menu_item_icon,"plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
categories,"plugins/aureon-studio\blog\functions\customizer.php","frontend\adapters\adapter-blog.php | plugins/aureon-studio\blog\functions\aureon-blog.php | plugins/aureon-studio\blog\functions\migrate.php",CONNECTED
column_layout,"plugins/aureon-studio\blog\functions\customizer.php","plugins/aureon-studio\blog\functions\columns.php | plugins/aureon-studio\blog\functions\migrate.php | plugins/aureon-studio\library\customizer\active-callbacks.php",CONNECTED
columns,"plugins/aureon-studio\blog\functions\customizer.php | plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\blog\functions\columns.php | plugins/aureon-studio\blog\functions\migrate.php | plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
columns_gap,"plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
combine_css,"themes/aureon\inc\customizer.php","themes/aureon\inc\class-theme-update.php | themes/aureon\inc\general.php",CONNECTED
comments,"plugins/aureon-studio\blog\functions\customizer.php","plugins/aureon-studio\blog\functions\aureon-blog.php",CONNECTED
container_alignment,"themes/aureon\inc\customizer.php","themes/aureon\inc\css-output.php | themes/aureon\inc\plugin-compat.php | plugins/aureon-studio\elements\class-hero.php | plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php | plugins/aureon-studio\secondary-nav\functions\functions.php",CONNECTED
container_width,"themes/aureon\inc\customizer.php | plugins/aureon-studio\spacing\functions\customizer\content-spacing.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | themes/aureon\inc\general.php | themes/aureon\inc\plugin-compat.php | plugins/aureon-studio\elements\class-block-elements.php | plugins/aureon-studio\elements\class-hero.php | plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php",CONNECTED
content_attachment,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
content_background_color,"themes/aureon\inc\customizer\fields\content.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php",CONNECTED
content_bottom,"plugins/aureon-studio\spacing\functions\customizer\content-spacing.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php",CONNECTED
content_element_separator,"plugins/aureon-studio\spacing\functions\customizer\content-spacing.php","plugins/aureon-studio\spacing\functions\functions.php",CONNECTED
content_image,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
content_layout_setting,"themes/aureon\inc\customizer.php","themes/aureon\inc\markup.php | plugins/aureon-studio\elements\class-metabox.php",CONNECTED
content_left,"plugins/aureon-studio\spacing\functions\customizer\content-spacing.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | themes/aureon\inc\customizer\helpers.php | themes/aureon\inc\plugin-compat.php | plugins/aureon-studio\blog\functions\aureon-blog.php | plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php | plugins/aureon-studio\sections\functions\aureon-sections.php",CONNECTED
content_link_color,"themes/aureon\inc\customizer\fields\content.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php",CONNECTED
content_link_hover_color,"themes/aureon\inc\customizer\fields\content.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php",CONNECTED
content_position,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
content_repeat,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
content_right,"plugins/aureon-studio\spacing\functions\customizer\content-spacing.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | themes/aureon\inc\customizer\helpers.php | themes/aureon\inc\plugin-compat.php | plugins/aureon-studio\blog\functions\aureon-blog.php | plugins/aureon-studio\menu-plus\functions\aureon-menu-plus.php | plugins/aureon-studio\sections\functions\aureon-sections.php",CONNECTED
content_size,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
content_text_color,"themes/aureon\inc\customizer\fields\content.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
content_top,"plugins/aureon-studio\spacing\functions\customizer\content-spacing.php","themes/aureon\inc\block-editor.php | themes/aureon\inc\css-output.php | plugins/aureon-studio\blog\functions\aureon-blog.php",CONNECTED
css_print_method,"plugins/aureon-studio\general\class-external-file-css.php","plugins/aureon-studio\general\class-external-file-css.php | plugins/aureon-studio\library\customizer\active-callbacks.php",CONNECTED
date,"plugins/aureon-studio\blog\functions\customizer.php","frontend\adapters\adapter-blog.php | plugins/aureon-studio\blog\functions\aureon-blog.php | plugins/aureon-studio\blog\functions\migrate.php",CONNECTED
distraction_free,"plugins/aureon-studio\woocommerce\functions\customizer\customizer.php","plugins/aureon-studio\woocommerce\functions\functions.php",CONNECTED
dynamic_css_cache,"themes/aureon\inc\customizer.php","themes/aureon\inc\general.php",CONNECTED
entry_meta_link_color,"themes/aureon\inc\customizer\fields\content.php","themes/aureon\inc\css-output.php",CONNECTED
entry_meta_link_color_hover,"themes/aureon\inc\customizer\fields\content.php","themes/aureon\inc\css-output.php",CONNECTED
entry_meta_text_color,"themes/aureon\inc\customizer\fields\content.php","themes/aureon\inc\css-output.php",CONNECTED
excerpt_length,"plugins/aureon-studio\blog\functions\customizer.php","frontend\adapters\adapter-blog.php | plugins/aureon-studio\blog\functions\aureon-blog.php",CONNECTED
featured_column,"plugins/aureon-studio\blog\functions\customizer.php","plugins/aureon-studio\blog\functions\aureon-blog.php | plugins/aureon-studio\blog\functions\migrate.php",CONNECTED
font_awesome_essentials,"themes/aureon\inc\customizer.php","themes/aureon\inc\general.php",CONNECTED
font_body,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\class-theme-update.php | themes/aureon\inc\typography.php",CONNECTED
font_buttons,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_footer,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_heading_1,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_heading_2,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_heading_3,"themes/aureon\inc\typography.php | plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_heading_4,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_heading_5,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_heading_6,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_manager,"themes/aureon\inc\customizer.php","themes/aureon\inc\class-typography.php | themes/aureon\inc\customizer.php | plugins/aureon-studio\inc\class-rest.php",CONNECTED
font_navigation,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_secondary_navigation,"plugins/aureon-studio\typography\functions\secondary-nav-fonts.php","themes/aureon\inc\typography.php | plugins/aureon-studio\secondary-nav\functions\functions.php | plugins/aureon-studio\typography\functions\migration.php",CONNECTED
font_site_tagline,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
font_top_bar,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
footer_attachment,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_background_color,"themes/aureon\inc\customizer\fields\footer-bar.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
footer_bar_alignment,"themes/aureon\inc\customizer.php","themes/aureon\inc\markup.php",CONNECTED
footer_bottom,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php",CONNECTED
footer_font_size,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
footer_image,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_inner_width,"themes/aureon\inc\customizer.php","themes/aureon\inc\class-html-attributes.php | themes/aureon\inc\markup.php",CONNECTED
footer_layout_setting,"themes/aureon\inc\customizer.php","themes/aureon\inc\markup.php",CONNECTED
footer_left,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php",CONNECTED
footer_link_color,"themes/aureon\inc\customizer\fields\footer-bar.php","themes/aureon\inc\css-output.php",CONNECTED
footer_link_hover_color,"themes/aureon\inc\customizer\fields\footer-bar.php","themes/aureon\inc\css-output.php",CONNECTED
footer_position,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_repeat,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_right,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php",CONNECTED
footer_size,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_text_color,"themes/aureon\inc\customizer\fields\footer-bar.php","themes/aureon\inc\css-output.php",CONNECTED
footer_top,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php",CONNECTED
footer_transform,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
footer_weight,"plugins/aureon-studio\typography\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
footer_widget_attachment,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_widget_background_color,"themes/aureon\inc\customizer\fields\footer-widgets.php | plugins/aureon-studio\colors\functions\functions.php","themes/aureon\inc\css-output.php",CONNECTED
footer_widget_container_bottom,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php",CONNECTED
footer_widget_container_left,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php | plugins/aureon-studio\spacing\functions\migration.php",CONNECTED
footer_widget_container_right,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php | plugins/aureon-studio\spacing\functions\migration.php",CONNECTED
footer_widget_container_top,"plugins/aureon-studio\spacing\functions\customizer\footer-spacing.php","themes/aureon\inc\css-output.php",CONNECTED
footer_widget_image,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_widget_link_color,"themes/aureon\inc\customizer\fields\footer-widgets.php","themes/aureon\inc\css-output.php",CONNECTED
footer_widget_link_hover_color,"themes/aureon\inc\customizer\fields\footer-widgets.php","themes/aureon\inc\css-output.php",CONNECTED
footer_widget_position,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_widget_repeat,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
footer_widget_setting,"themes/aureon\inc\customizer.php","themes/aureon\inc\theme-functions.php",CONNECTED
footer_widget_size,"plugins/aureon-studio\backgrounds\functions\functions.php","plugins/aureon-studio\backgrounds\functions\functions.php",CONNECTED
